experiment_id,experiment,lambda,noise_rate,seed,test_acc,test_error,best_acc,best_error,avg_cos_struct_value,time_seconds
M1-031,exp_M1_coarse_sweep,0.6,0.4,0,0.3262,0.6738,0.3262,0.6738,0.01637913611993934,576.291351556778
M1-032,exp_M1_coarse_sweep,0.6,0.4,1,0.5237,0.47629999999999995,0.5237,0.47629999999999995,0.041348391735647166,576.3191184997559
M1-033,exp_M1_coarse_sweep,0.6,0.4,2,0.4318,0.5682,0.4318,0.5682,0.013577911230365343,576.8245720863342
M1-034,exp_M1_coarse_sweep,0.1,0.8,0,0.5603,0.4397,0.5895,0.4105,-0.06655267301927924,576.5700995922089
M1-035,exp_M1_coarse_sweep,0.1,0.8,1,0.617,0.383,0.6384,0.36160000000000003,-0.06506435466345507,576.3977069854736
M1-036,exp_M1_coarse_sweep,0.1,0.8,2,0.5897,0.4103,0.6189,0.3811,-0.06593933686299865,576.0976309776306
M1-037,exp_M1_coarse_sweep,0.15,0.8,0,0.6187,0.3813,0.7023,0.29769999999999996,-0.10221326286524521,576.5957062244415
M1-038,exp_M1_coarse_sweep,0.15,0.8,1,0.6259,0.3741,0.6513,0.3487,-0.11015677394935092,576.5399310588837
M1-039,exp_M1_coarse_sweep,0.15,0.8,2,0.6437,0.35629999999999995,0.658,0.34199999999999997,-0.11195098341608162,577.3541913032532
M1-040,exp_M1_coarse_sweep,0.2,0.8,0,0.685,0.31499999999999995,0.7018,0.2982,-0.16176832340230857,576.419849395752
M1-041,exp_M1_coarse_sweep,0.2,0.8,1,0.6777,0.32230000000000003,0.6989,0.30110000000000003,-0.15808974974931111,575.6749022006989
M1-042,exp_M1_coarse_sweep,0.2,0.8,2,0.6835,0.3165,0.6962,0.30379999999999996,-0.1575980758244106,576.338648557663
M1-043,exp_M1_coarse_sweep,0.25,0.8,0,0.7162,0.28380000000000005,0.7232,0.27680000000000005,-0.21979996812705982,576.1881077289581
M1-044,exp_M1_coarse_sweep,0.25,0.8,1,0.7146,0.2854,0.7226,0.2774,-0.221163489243932,576.046558380127
M1-045,exp_M1_coarse_sweep,0.25,0.8,2,0.7249,0.2751,0.7288,0.2712,-0.2213042127963466,576.4391512870789
M1-046,exp_M1_coarse_sweep,0.3,0.8,0,0.7603,0.23970000000000002,0.761,0.239,-0.2895419308770037,576.304972410202
M1-047,exp_M1_coarse_sweep,0.3,0.8,1,0.7647,0.23529999999999995,0.7647,0.23529999999999995,-0.29063109760019235,577.9521150588989
M1-048,exp_M1_coarse_sweep,0.3,0.8,2,0.7624,0.23760000000000003,0.7627,0.23729999999999996,-0.2919129725378066,577.1972606182098
M1-049,exp_M1_coarse_sweep,0.35,0.8,0,0.7594,0.24060000000000004,0.7594,0.24060000000000004,-0.36290702523322155,576.939948797226
M1-050,exp_M1_coarse_sweep,0.35,0.8,1,0.7556,0.24439999999999995,0.7583,0.24170000000000003,-0.3675181333056161,576.8236405849457
M1-051,exp_M1_coarse_sweep,0.35,0.8,2,0.7762,0.2238,0.7762,0.2238,-0.3590225030012647,575.8477964401245
M1-052,exp_M1_coarse_sweep,0.4,0.8,0,0.7687,0.23129999999999995,0.7687,0.23129999999999995,-0.44000204807140214,576.6694321632385
M1-053,exp_M1_coarse_sweep,0.4,0.8,1,0.7599,0.24009999999999998,0.7604,0.23960000000000004,-0.41891601150917507,576.335652589798
M1-054,exp_M1_coarse_sweep,0.4,0.8,2,0.7643,0.23570000000000002,0.7643,0.23570000000000002,-0.4387699968466081,575.9916989803314
M1-055,exp_M1_coarse_sweep,0.45,0.8,0,0.6442,0.3558,0.6442,0.3558,-0.34301558143955974,575.8385865688324
M1-056,exp_M1_coarse_sweep,0.45,0.8,1,0.4661,0.5339,0.4661,0.5339,-0.3775906181814424,576.8290491104126
M1-057,exp_M1_coarse_sweep,0.45,0.8,2,0.5606,0.4394,0.5606,0.4394,-0.2928198587292423,577.8112046718597
M1-058,exp_M1_coarse_sweep,0.5,0.8,0,0.3863,0.6137,0.3941,0.6059,-0.24850752271285867,576.3243610858917
M1-059,exp_M1_coarse_sweep,0.5,0.8,1,0.2695,0.7304999999999999,0.2695,0.7304999999999999,-0.32058543097275577,576.5710210800171
M1-060,exp_M1_coarse_sweep,0.5,0.8,2,0.4613,0.5387,0.4613,0.5387,-0.22246920576443274,576.3904585838318
M1-061,exp_M1_coarse_sweep,0.55,0.8,0,0.1,0.9,0.1743,0.8257,0.06648895444283978,577.695702791214
M1-062,exp_M1_coarse_sweep,0.55,0.8,1,0.3258,0.6742,0.3258,0.6742,-0.0924184894324172,576.821676492691
M1-063,exp_M1_coarse_sweep,0.55,0.8,2,0.1,0.9,0.1586,0.8414,0.04611329582198643,576.7551865577698
M1-064,exp_M1_coarse_sweep,0.6,0.8,0,0.1,0.9,0.1,0.9,0.13495794400922023,576.4282178878784
M1-065,exp_M1_coarse_sweep,0.6,0.8,1,0.2089,0.7911,0.2089,0.7911,-0.15391719549257332,576.0221557617188
M1-066,exp_M1_coarse_sweep,0.6,0.8,2,0.1,0.9,0.1489,0.8511,0.11261323988389893,576.0562491416931
